TransactionAmount,TransactionType,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,CustomerOccupation,Location,Channel,TransactionDate,PreviousTransactionDate,Label
137.59,Debit,30,95,1,10679.67,Doctor,Nashville,ATM,2023-01-03 16:27:16,2024-11-04 08:11:30,0
168.11,Credit,51,12,1,10652.13,Doctor,New York,Online,2023-05-19 16:44:53,2024-11-04 08:06:59,1
430.98,Debit,24,93,1,569.25,Student,Baltimore,Branch,2023-10-10 18:14:12,2024-11-04 08:11:00,2
13.87,Debit,24,20,1,954.83,Student,Phoenix,Branch,2023-12-11 18:32:40,2024-11-04 08:07:47,2
642.68,Debit,76,66,1,1831.2,Retired,Jacksonville,ATM,2023-05-25 16:45:31,2024-11-04 08:10:37,0
175.07,Debit,28,169,2,9274.64,Engineer,Las Vegas,Online,2023-11-23 16:59:11,2024-11-04 08:12:07,0
302.82,Debit,36,175,1,9384.54,Engineer,Jacksonville,ATM,2023-11-03 16:50:20,2024-11-04 08:07:31,0
1647.74,Debit,67,52,1,1483.84,Retired,Louisville,ATM,2023-12-25 17:41:30,2024-11-04 08:09:29,0
406.81,Debit,66,84,1,1968.36,Retired,New York,Online,2023-12-05 16:32:49,2024-11-04 08:08:46,0
256.3,Debit,53,172,1,4203.05,Retired,New York,Online,2023-04-05 16:21:59,2024-11-04 08:06:23,0
80.96,Credit,19,97,1,959.94,Student,Jacksonville,Online,2023-09-27 17:47:10,2024-11-04 08:06:25,3
95.78,Debit,22,27,1,271.64,Student,Atlanta,Online,2023-03-23 17:09:53,2024-11-04 08:09:16,2
379.54,Credit,41,118,1,12571.76,Doctor,Indianapolis,Branch,2023-01-03 17:14:14,2024-11-04 08:06:23,1
903.19,Debit,22,65,1,8627.08,Student,El Paso,Online,2023-07-06 17:52:32,2024-11-04 08:06:37,2
142.19,Debit,18,27,4,524.46,Student,Houston,Branch,2023-06-15 18:28:50,2024-11-04 08:09:44,2
847.45,Debit,28,175,1,422.32,Student,Jacksonville,Branch,2023-06-19 16:24:14,2024-11-04 08:09:30,2
295.18,Credit,66,31,1,12961.53,Doctor,Dallas,Branch,2023-05-09 17:54:39,2024-11-04 08:07:53,1
18.46,Debit,68,213,1,6381.6,Retired,Charlotte,Branch,2023-11-20 16:29:14,2024-11-04 08:10:17,0
603.23,Debit,28,48,1,117.98,Student,Detroit,Branch,2023-08-24 17:34:13,2024-11-04 08:08:18,2
54.5,Credit,57,147,1,1715.22,Retired,Philadelphia,Branch,2023-11-22 16:59:09,2024-11-04 08:08:27,1
414.77,Debit,29,274,1,5599.81,Doctor,San Francisco,Online,2024-01-01 17:37:04,2024-11-04 08:08:05,0
886.19,Debit,61,69,1,7904.24,Retired,Colorado Springs,Branch,2023-08-21 17:32:04,2024-11-04 08:08:29,0
440.03,Debit,49,88,1,1490.44,Engineer,San Jose,Online,2023-11-29 16:11:50,2024-11-04 08:10:19,0
35.46,Debit,56,285,1,1532.72,Retired,Nashville,ATM,2023-03-23 16:16:29,2024-11-04 08:07:26,0
76.39,Debit,18,219,1,5976.0,Student,Denver,Branch,2023-01-13 17:19:33,2024-11-04 08:10:09,2
595.91,Credit,19,162,1,1673.76,Student,San Antonio,ATM,2023-08-10 18:39:04,2024-11-04 08:10:21,3
6.03,Debit,76,70,1,3290.72,Retired,Chicago,Branch,2023-08-09 18:42:25,2024-11-04 08:09:27,0
249.34,Debit,26,197,1,3030.97,Engineer,Charlotte,ATM,2023-08-15 17:21:47,2024-11-04 08:07:57,0
421.52,Debit,20,67,1,369.86,Student,San Jose,Branch,2023-08-15 17:35:08,2024-11-04 08:10:21,2
189.77,Debit,58,24,1,6570.36,Engineer,Raleigh,Branch,2023-02-27 16:08:40,2024-11-04 08:11:28,0
73.19,Debit,76,213,1,2264.98,Retired,Atlanta,Branch,2023-10-18 16:20:15,2024-11-04 08:10:26,0
188.13,Credit,75,198,1,5029.87,Retired,Jacksonville,Online,2023-06-02 18:12:29,2024-11-04 08:10:08,1
30.52,Debit,62,122,1,12327.74,Doctor,Jacksonville,Branch,2023-05-19 17:19:00,2024-11-04 08:07:18,0
1235.69,Credit,20,118,1,420.25,Student,San Jose,Branch,2023-05-24 16:14:34,2024-11-04 08:09:22,3
1159.39,Debit,41,150,1,6499.53,Doctor,Oklahoma City,Online,2023-10-12 16:29:49,2024-11-04 08:06:27,0
170.24,Debit,62,133,1,5172.99,Retired,San Francisco,Branch,2023-06-05 16:24:12,2024-11-04 08:08:04,0
56.62,Debit,54,121,1,8981.1,Doctor,Austin,Branch,2023-02-27 17:59:36,2024-11-04 08:08:45,0
53.14,Debit,34,70,1,7915.0,Doctor,Las Vegas,ATM,2023-04-21 17:19:56,2024-11-04 08:07:15,0
587.23,Debit,27,144,1,500.84,Student,Omaha,Online,2023-07-31 17:54:28,2024-11-04 08:09:21,2
146.15,Debit,43,75,1,13784.4,Doctor,Phoenix,Branch,2023-01-06 17:52:11,2024-11-04 08:06:59,0
21.27,Credit,62,114,1,7392.79,Retired,Indianapolis,Online,2023-07-24 17:01:19,2024-11-04 08:09:54,1
1397.59,Credit,26,144,1,1134.79,Student,Austin,ATM,2023-11-13 17:28:12,2024-11-04 08:06:38,3
76.02,Credit,34,189,1,14765.41,Doctor,Albuquerque,Online,2023-07-12 16:58:17,2024-11-04 08:11:51,1
170.19,Credit,27,156,5,745.87,Student,Los Angeles,Branch,2023-07-07 17:40:58,2024-11-04 08:12:16,3
155.51,Debit,68,15,1,5360.19,Doctor,Raleigh,ATM,2023-08-21 18:51:06,2024-11-04 08:08:23,0
135.15,Debit,72,50,1,5878.14,Retired,Colorado Springs,Online,2023-03-20 17:13:09,2024-11-04 08:10:37,0
39.48,Debit,56,38,1,5889.51,Retired,Omaha,ATM,2023-05-26 16:47:51,2024-11-04 08:11:50,0
451.68,Debit,33,15,1,4381.54,Engineer,Houston,Online,2023-04-18 18:55:32,2024-11-04 08:09:51,0
19.11,Credit,49,160,1,8478.46,Engineer,Colorado Springs,Online,2023-09-18 16:31:03,2024-11-04 08:11:45,1
355.0,Credit,26,33,1,185.47,Student,Fort Worth,Online,2023-08-29 16:50:17,2024-11-04 08:10:34,3
427.69,Debit,43,236,1,2443.54,Engineer,Raleigh,ATM,2023-03-28 16:02:03,2024-11-04 08:11:53,0
254.86,Debit,23,102,1,699.9,Student,Boston,Branch,2023-01-26 17:21:46,2024-11-04 08:11:39,2
19.48,Debit,27,114,1,4739.59,Engineer,Dallas,ATM,2023-07-10 16:01:03,2024-11-04 08:08:46,0
190.17,Debit,49,265,1,12893.85,Doctor,Baltimore,ATM,2023-06-09 17:41:13,2024-11-04 08:08:48,0
91.38,Debit,65,179,1,2402.58,Retired,Jacksonville,ATM,2023-04-03 16:41:47,2024-11-04 08:06:39,0
206.63,Credit,59,128,1,7626.53,Retired,Oklahoma City,Online,2023-12-07 16:11:01,2024-11-04 08:10:42,1
93.22,Debit,52,52,1,1014.63,Retired,Charlotte,Online,2023-04-07 17:11:35,2024-11-04 08:09:41,0
547.98,Debit,28,171,1,1358.54,Student,Oklahoma City,ATM,2023-10-24 17:04:59,2024-11-04 08:09:19,2
641.06,Debit,23,25,1,1602.13,Student,Colorado Springs,ATM,2023-12-11 16:09:08,2024-11-04 08:07:21,2
314.55,Credit,27,19,2,1105.89,Student,Dallas,Branch,2023-04-25 17:15:27,2024-11-04 08:07:16,3
836.45,Debit,61,63,1,1731.89,Retired,Virginia Beach,Online,2023-02-27 16:02:00,2024-11-04 08:12:12,0
1095.09,Debit,29,52,1,8692.47,Engineer,San Francisco,ATM,2023-04-17 17:27:15,2024-11-04 08:11:57,0
189.45,Credit,53,62,1,12578.75,Doctor,Boston,Branch,2023-03-21 17:12:03,2024-11-04 08:09:31,1
91.84,Credit,67,80,1,1712.41,Retired,Mesa,Branch,2023-07-05 17:21:56,2024-11-04 08:08:32,1
609.52,Debit,78,169,1,3485.03,Retired,Washington,ATM,2023-07-28 16:03:27,2024-11-04 08:08:19,0
859.3,Credit,78,68,1,1146.78,Retired,Colorado Springs,Branch,2023-08-01 17:18:04,2024-11-04 08:06:56,1
100.01,Debit,50,63,1,6393.12,Doctor,Philadelphia,ATM,2023-06-29 16:06:51,2024-11-04 08:09:27,0
28.78,Credit,40,51,1,680.55,Doctor,Tucson,Online,2023-08-07 16:08:04,2024-11-04 08:11:39,1
111.08,Debit,70,83,1,7037.34,Doctor,Chicago,Online,2023-05-15 17:46:13,2024-11-04 08:10:59,0
470.96,Credit,69,124,2,12991.03,Doctor,Indianapolis,Online,2023-03-10 16:22:05,2024-11-04 08:11:10,1
52.23,Credit,28,96,1,105.01,Student,San Francisco,Branch,2023-09-11 18:08:19,2024-11-04 08:08:11,3
78.62,Debit,32,52,1,1360.85,Doctor,Oklahoma City,Branch,2023-07-31 16:46:29,2024-11-04 08:08:12,0
47.79,Debit,25,37,1,1649.92,Student,Denver,Branch,2023-09-15 17:00:20,2024-11-04 08:11:55,2
333.97,Debit,52,45,1,5237.36,Doctor,Fresno,Branch,2023-03-22 16:18:37,2024-11-04 08:11:48,0
30.87,Debit,33,295,1,14348.65,Doctor,Fresno,ATM,2023-07-12 16:50:42,2024-11-04 08:10:43,0
710.43,Debit,67,115,1,5625.55,Retired,San Diego,Online,2023-03-08 17:07:21,2024-11-04 08:08:42,0
220.23,Debit,41,48,1,3438.02,Engineer,Milwaukee,ATM,2023-09-18 18:35:23,2024-11-04 08:06:33,0
27.28,Debit,29,96,1,10668.24,Doctor,Atlanta,ATM,2023-12-25 16:30:45,2024-11-04 08:09:42,0
101.52,Debit,49,98,1,2018.9,Engineer,Tucson,ATM,2023-08-09 16:22:25,2024-11-04 08:08:38,0
162.65,Debit,59,147,1,9500.95,Engineer,New York,ATM,2023-05-11 17:15:10,2024-11-04 08:11:20,0
10.52,Debit,55,30,1,2472.99,Retired,Kansas City,ATM,2023-07-19 17:38:50,2024-11-04 08:11:06,0
270.72,Debit,38,37,1,6522.47,Doctor,Los Angeles,Branch,2023-03-27 17:25:32,2024-11-04 08:12:10,0
202.34,Debit,20,134,1,1223.45,Student,New York,Online,2023-01-10 16:32:06,2024-11-04 08:11:25,2
247.58,Debit,39,152,1,778.74,Engineer,San Antonio,ATM,2023-05-29 18:40:32,2024-11-04 08:07:18,0
686.17,Debit,61,96,1,2246.15,Retired,Denver,ATM,2023-10-03 17:27:25,2024-11-04 08:07:37,0
359.65,Credit,25,289,1,219.53,Student,Jacksonville,Online,2023-01-12 17:58:56,2024-11-04 08:09:04,3
109.91,Debit,38,90,1,12896.06,Doctor,Seattle,Branch,2023-05-01 16:23:22,2024-11-04 08:10:57,0
215.72,Credit,30,137,1,8697.11,Engineer,Columbus,Branch,2023-10-11 18:04:39,2024-11-04 08:11:54,1
490.76,Debit,66,156,1,6414.11,Retired,Columbus,Online,2023-01-19 16:28:08,2024-11-04 08:09:44,0
224.28,Debit,64,68,1,5767.51,Retired,Chicago,Online,2023-02-15 16:50:13,2024-11-04 08:10:52,0
614.03,Debit,68,51,1,2815.86,Retired,Dallas,ATM,2023-05-08 16:37:14,2024-11-04 08:08:12,0
608.79,Debit,55,157,1,2991.17,Engineer,Fort Worth,Online,2023-11-03 18:37:18,2024-11-04 08:12:18,0
186.55,Debit,48,288,1,224.65,Engineer,Philadelphia,Branch,2023-06-21 16:49:10,2024-11-04 08:07:18,0
840.16,Credit,20,68,1,1236.76,Student,Colorado Springs,Branch,2023-03-20 16:35:53,2024-11-04 08:12:12,3
203.34,Debit,60,66,1,13586.99,Doctor,Phoenix,ATM,2023-12-20 17:13:50,2024-11-04 08:09:43,0
90.88,Debit,26,284,1,7117.35,Engineer,Colorado Springs,ATM,2023-11-20 17:08:33,2024-11-04 08:10:50,0
60.11,Credit,61,122,1,7235.87,Retired,Albuquerque,Branch,2023-11-27 17:39:39,2024-11-04 08:08:09,1
393.92,Debit,72,47,1,7318.64,Retired,Memphis,Branch,2023-05-16 16:57:35,2024-11-04 08:12:07,0
19.39,Debit,43,45,1,9847.6,Doctor,Colorado Springs,ATM,2023-11-17 16:39:20,2024-11-04 08:11:24,0
557.41,Credit,80,49,1,2968.75,Retired,Washington,Online,2023-04-14 16:52:23,2024-11-04 08:09:54,1
57.07,Credit,31,99,1,9323.71,Doctor,Boston,Online,2023-08-25 16:30:02,2024-11-04 08:11:35,1
395.27,Credit,18,167,1,1764.08,Student,Miami,Online,2023-08-07 16:38:52,2024-11-04 08:08:21,3
289.05,Debit,75,116,1,5683.49,Retired,New York,ATM,2023-06-09 17:58:00,2024-11-04 08:11:58,0
46.11,Debit,33,233,1,5225.73,Doctor,San Francisco,Online,2023-03-27 17:07:20,2024-11-04 08:10:44,0
335.5,Debit,63,47,1,6445.4,Retired,Sacramento,ATM,2023-08-14 16:01:02,2024-11-04 08:12:23,0
388.07,Debit,24,68,1,289.71,Student,Seattle,Online,2023-09-05 17:34:08,2024-11-04 08:10:37,2
520.86,Credit,51,66,1,9200.74,Engineer,Sacramento,Online,2023-03-20 16:29:02,2024-11-04 08:08:47,1
787.41,Debit,25,39,1,300.87,Student,Memphis,Online,2023-06-19 16:22:28,2024-11-04 08:06:44,2
31.7,Credit,48,121,1,743.9,Doctor,Raleigh,ATM,2023-06-01 16:56:33,2024-11-04 08:08:02,1
22.3,Debit,21,90,1,1200.35,Student,Philadelphia,ATM,2023-05-01 16:57:17,2024-11-04 08:12:18,2
203.12,Debit,56,181,1,1562.39,Retired,San Jose,ATM,2023-01-18 16:59:48,2024-11-04 08:09:15,0
315.94,Credit,49,172,1,7719.71,Doctor,Raleigh,Branch,2023-02-27 17:06:57,2024-11-04 08:12:09,1
192.23,Debit,54,39,3,2610.67,Engineer,Albuquerque,Online,2023-12-28 16:34:52,2024-11-04 08:06:41,0
1510.71,Debit,66,51,1,2060.02,Retired,Oklahoma City,Online,2023-06-15 16:48:29,2024-11-04 08:09:11,0
0.26,Debit,20,173,1,1833.67,Student,Oklahoma City,Online,2023-11-23 16:14:48,2024-11-04 08:07:45,2
210.77,Debit,71,161,1,5396.65,Retired,Mesa,ATM,2023-05-31 16:50:20,2024-11-04 08:11:21,0
406.65,Debit,57,107,1,12995.7,Doctor,Mesa,ATM,2023-11-08 18:32:44,2024-11-04 08:11:01,0
422.9,Debit,40,111,1,7616.43,Engineer,Tucson,ATM,2023-02-27 16:15:53,2024-11-04 08:10:52,0
20.62,Credit,35,225,1,12500.8,Doctor,Philadelphia,ATM,2023-06-21 17:10:18,2024-11-04 08:08:49,1
174.39,Debit,19,36,1,1127.08,Student,San Francisco,ATM,2023-01-09 16:08:52,2024-11-04 08:11:01,2
7.86,Credit,76,91,1,3621.98,Retired,Sacramento,Branch,2023-10-16 16:47:15,2024-11-04 08:07:51,1
61.98,Debit,49,44,1,5212.28,Engineer,Denver,Online,2023-01-03 18:18:14,2024-11-04 08:08:55,0
54.85,Credit,58,40,1,2727.45,Retired,San Francisco,Branch,2023-09-05 16:05:58,2024-11-04 08:09:36,1
204.7,Debit,49,95,5,5117.03,Doctor,Oklahoma City,Branch,2023-09-21 16:08:00,2024-11-04 08:10:26,0
16.55,Debit,26,159,1,6089.79,Engineer,Tucson,Branch,2023-09-11 17:05:50,2024-11-04 08:08:11,0
91.32,Debit,58,77,1,2618.1,Engineer,Milwaukee,Branch,2023-11-10 16:43:45,2024-11-04 08:08:22,0
195.49,Debit,31,212,1,11988.12,Doctor,Memphis,ATM,2023-06-12 16:34:59,2024-11-04 08:08:35,0
49.62,Debit,55,111,1,3841.42,Engineer,Portland,ATM,2023-12-07 16:19:07,2024-11-04 08:07:23,0
487.16,Credit,28,84,1,321.21,Student,Los Angeles,Branch,2023-01-02 16:01:14,2024-11-04 08:12:22,3
405.6,Debit,37,44,1,9754.73,Engineer,Tucson,Online,2023-08-08 17:41:41,2024-11-04 08:09:24,0
512.95,Debit,57,143,1,9584.52,Engineer,Columbus,Branch,2023-10-16 17:08:36,2024-11-04 08:10:05,0
345.94,Debit,31,163,1,7624.56,Doctor,Portland,ATM,2023-10-09 17:32:57,2024-11-04 08:11:40,0
356.56,Debit,47,52,1,2485.73,Engineer,New York,Online,2023-10-09 17:23:21,2024-11-04 08:11:57,0
10.31,Debit,36,280,1,2137.9,Engineer,Louisville,Online,2023-01-13 16:23:56,2024-11-04 08:11:14,0
211.69,Debit,30,111,1,6412.85,Doctor,Atlanta,Branch,2023-10-20 16:02:07,2024-11-04 08:07:50,0
221.49,Credit,23,196,1,707.25,Student,Oklahoma City,Branch,2023-09-13 18:11:22,2024-11-04 08:11:50,3
278.23,Debit,48,83,1,8300.54,Engineer,Fresno,Online,2023-05-04 17:49:33,2024-11-04 08:09:46,0
116.88,Debit,45,263,1,7717.34,Doctor,Memphis,ATM,2023-10-04 17:10:02,2024-11-04 08:10:02,0
328.77,Credit,39,247,1,6967.03,Doctor,San Diego,Online,2023-04-03 17:59:23,2024-11-04 08:09:57,1
77.53,Debit,54,55,1,5158.6,Retired,Louisville,Branch,2023-07-25 18:00:25,2024-11-04 08:07:12,0
421.74,Debit,67,103,1,12031.14,Doctor,San Jose,Online,2023-06-20 17:07:05,2024-11-04 08:10:18,0
313.69,Debit,73,152,1,7093.68,Retired,Oklahoma City,Branch,2023-03-10 16:35:33,2024-11-04 08:10:23,0
411.72,Debit,29,153,1,8539.86,Doctor,Washington,Branch,2023-06-20 18:43:51,2024-11-04 08:11:43,0
508.73,Debit,59,89,1,7640.57,Retired,Chicago,Branch,2023-07-14 16:22:54,2024-11-04 08:09:07,0
153.08,Debit,24,201,1,1292.21,Student,Omaha,ATM,2023-11-27 16:57:08,2024-11-04 08:09:29,2
23.01,Debit,63,166,1,5958.75,Retired,Las Vegas,Branch,2023-06-09 18:33:04,2024-11-04 08:09:14,0
69.28,Debit,25,129,1,708.74,Student,Los Angeles,Online,2023-10-30 16:36:24,2024-11-04 08:11:01,2
51.25,Credit,28,66,1,1744.4,Student,Austin,Branch,2023-08-29 16:16:15,2024-11-04 08:11:52,3
407.65,Debit,25,263,1,273.78,Student,Denver,ATM,2023-08-07 17:17:34,2024-11-04 08:08:37,2
459.25,Debit,25,59,1,130.76,Student,Tucson,Branch,2023-05-23 16:44:33,2024-11-04 08:11:47,2
301.56,Debit,49,118,1,10389.6,Doctor,Seattle,Branch,2023-02-09 17:46:49,2024-11-04 08:10:23,0
17.67,Debit,63,91,1,1048.18,Doctor,San Diego,Online,2023-06-27 17:50:21,2024-11-04 08:10:55,0
5.29,Credit,32,132,1,12896.68,Doctor,San Francisco,Online,2023-03-13 18:24:20,2024-11-04 08:11:04,1
401.37,Debit,43,251,1,8208.54,Engineer,Los Angeles,Branch,2023-09-18 16:18:19,2024-11-04 08:11:41,0
145.4,Debit,38,24,1,5244.49,Engineer,Tucson,Online,2023-07-06 17:53:38,2024-11-04 08:09:52,0
556.34,Debit,37,46,1,11935.14,Doctor,Seattle,Online,2023-10-19 16:34:22,2024-11-04 08:07:12,0
34.31,Debit,24,251,1,1484.76,Student,Philadelphia,ATM,2023-04-28 16:55:28,2024-11-04 08:11:26,2
780.59,Credit,23,145,1,6513.34,Student,Tucson,Online,2023-06-28 17:58:48,2024-11-04 08:07:01,3
282.65,Debit,35,161,1,13801.15,Doctor,Fort Worth,ATM,2023-03-08 17:42:36,2024-11-04 08:08:51,0
305.27,Debit,68,147,1,12958.65,Doctor,Las Vegas,Online,2023-09-27 16:25:38,2024-11-04 08:09:31,0
185.81,Debit,32,116,1,9588.71,Doctor,Austin,Online,2023-09-20 16:30:06,2024-11-04 08:10:15,0
66.01,Debit,49,179,1,3475.99,Engineer,Milwaukee,Online,2023-10-06 18:39:39,2024-11-04 08:07:05,0
447.95,Debit,29,75,1,7544.4,Engineer,Tucson,Branch,2023-01-11 17:27:56,2024-11-04 08:09:20,0
279.3,Debit,19,48,1,1193.61,Student,Oklahoma City,ATM,2023-06-22 17:28:02,2024-11-04 08:07:20,2
26.75,Debit,33,27,1,12063.77,Doctor,Indianapolis,Online,2023-05-08 16:25:03,2024-11-04 08:07:00,0
611.15,Debit,27,121,1,892.83,Student,Detroit,ATM,2023-08-11 17:12:30,2024-11-04 08:09:23,2
275.2,Debit,54,81,1,1230.12,Engineer,New York,Online,2023-08-24 17:13:38,2024-11-04 08:09:50,0
427.79,Debit,18,189,1,1479.67,Student,San Jose,Branch,2023-02-21 17:42:42,2024-11-04 08:08:54,2
469.13,Credit,54,139,1,1265.28,Doctor,San Antonio,ATM,2023-12-04 17:53:57,2024-11-04 08:07:30,1
102.81,Debit,76,47,1,3228.87,Retired,Seattle,Branch,2023-12-04 16:23:00,2024-11-04 08:08:07,0
22.61,Debit,19,145,1,1111.67,Student,Seattle,Online,2023-12-21 17:56:04,2024-11-04 08:06:47,2
68.28,Debit,56,293,1,3213.16,Engineer,Boston,Online,2023-06-08 18:54:04,2024-11-04 08:08:24,0
33.65,Credit,63,146,1,12719.93,Doctor,New York,Online,2023-09-18 17:18:03,2024-11-04 08:07:24,1
362.68,Credit,63,137,1,2040.77,Retired,Miami,ATM,2023-01-16 18:02:19,2024-11-04 08:06:30,1
73.23,Debit,20,172,1,1309.85,Student,San Francisco,Branch,2023-06-23 16:41:27,2024-11-04 08:12:22,2
654.49,Credit,25,104,1,164.61,Student,Austin,Online,2023-11-20 16:31:36,2024-11-04 08:08:39,3
18.56,Credit,49,161,1,4230.37,Engineer,Memphis,Branch,2023-04-24 17:04:21,2024-11-04 08:07:40,1
389.05,Debit,27,41,1,761.0,Student,Dallas,ATM,2023-01-06 17:35:08,2024-11-04 08:11:28,2
7.38,Debit,67,105,1,2923.83,Retired,Houston,Online,2023-03-15 16:47:45,2024-11-04 08:10:18,0
109.48,Debit,61,93,1,7372.47,Retired,Baltimore,Online,2023-06-26 17:38:22,2024-11-04 08:07:26,0
66.91,Debit,39,85,1,871.1,Doctor,Seattle,ATM,2023-01-30 18:47:17,2024-11-04 08:10:19,0
335.48,Debit,45,155,1,3023.16,Engineer,Oklahoma City,Branch,2023-03-02 16:06:18,2024-11-04 08:06:45,0
38.14,Debit,19,174,1,1119.21,Student,Albuquerque,Online,2023-12-28 16:51:20,2024-11-04 08:09:59,2
1076.98,Debit,60,173,1,11833.73,Doctor,Detroit,Branch,2023-12-20 18:12:25,2024-11-04 08:09:33,0
360.02,Debit,68,68,1,6400.59,Retired,Dallas,Online,2023-02-09 16:29:06,2024-11-04 08:08:53,0
567.71,Debit,63,80,1,13884.24,Doctor,Memphis,Online,2023-02-06 18:39:23,2024-11-04 08:10:40,0
218.19,Debit,19,185,1,620.83,Student,Austin,ATM,2023-05-23 16:29:31,2024-11-04 08:10:27,2
209.99,Debit,19,40,1,1938.01,Student,Denver,ATM,2023-09-07 17:19:21,2024-11-04 08:11:39,2
11.02,Debit,19,280,1,964.79,Student,Tucson,Branch,2023-11-13 16:32:53,2024-11-04 08:06:56,2
83.43,Debit,56,109,1,1870.16,Retired,New York,Online,2023-05-30 16:28:48,2024-11-04 08:11:40,0
344.97,Debit,34,106,1,5577.94,Doctor,Austin,Online,2023-03-20 17:30:52,2024-11-04 08:09:39,0
172.29,Debit,36,283,1,8700.8,Engineer,El Paso,ATM,2023-01-30 17:22:39,2024-11-04 08:08:42,0
195.54,Debit,60,255,1,2794.66,Retired,Omaha,Online,2023-07-17 16:05:23,2024-11-04 08:09:01,0
101.23,Debit,45,87,1,6169.71,Engineer,Colorado Springs,Online,2023-08-04 18:34:01,2024-11-04 08:06:42,0
180.46,Debit,25,34,1,831.75,Student,Fresno,ATM,2023-03-13 16:26:30,2024-11-04 08:11:23,2
692.55,Debit,53,109,1,2451.56,Retired,Charlotte,Branch,2023-03-07 16:51:37,2024-11-04 08:12:17,0
147.31,Credit,34,92,1,13625.52,Doctor,Mesa,Online,2023-06-12 17:10:27,2024-11-04 08:07:58,1
107.48,Debit,20,103,1,1379.39,Student,Los Angeles,Branch,2023-02-07 17:38:18,2024-11-04 08:12:07,2
1831.02,Credit,62,83,1,11498.01,Doctor,Columbus,Online,2023-09-15 17:31:42,2024-11-04 08:10:52,1
81.51,Debit,25,97,1,865.49,Student,Washington,Branch,2023-08-10 16:10:22,2024-11-04 08:07:15,2
365.48,Credit,76,216,1,7147.4,Retired,Seattle,Online,2023-05-22 17:59:02,2024-11-04 08:10:38,1
491.1,Credit,35,125,1,7833.85,Engineer,Houston,Online,2023-06-05 16:08:37,2024-11-04 08:07:32,1
452.8,Debit,80,151,1,4840.67,Retired,Los Angeles,Branch,2023-11-24 16:45:11,2024-11-04 08:07:34,0
645.04,Debit,70,78,1,7361.47,Retired,Memphis,Branch,2023-12-22 17:08:55,2024-11-04 08:07:29,0
169.28,Debit,45,114,1,5128.44,Doctor,Philadelphia,Branch,2023-03-27 18:08:06,2024-11-04 08:11:54,0
88.42,Debit,62,91,1,12381.45,Doctor,El Paso,ATM,2023-10-18 16:28:19,2024-11-04 08:09:15,0
155.53,Debit,29,66,1,4008.05,Engineer,Baltimore,ATM,2023-03-24 17:04:32,2024-11-04 08:08:36,0
991.82,Debit,43,300,1,3493.13,Engineer,Milwaukee,Online,2023-12-04 16:16:19,2024-11-04 08:10:11,0
39.24,Debit,77,106,1,6462.41,Retired,Dallas,ATM,2023-11-14 18:33:32,2024-11-04 08:11:18,0
152.01,Debit,42,111,3,4625.12,Engineer,Fort Worth,ATM,2023-02-23 16:41:55,2024-11-04 08:11:14,0
78.77,Credit,48,50,1,6470.57,Engineer,Las Vegas,ATM,2023-05-08 18:36:59,2024-11-04 08:06:41,1
26.5,Debit,48,179,1,4854.83,Engineer,Indianapolis,Online,2023-02-08 16:42:59,2024-11-04 08:07:24,0
83.62,Debit,48,146,1,12652.22,Doctor,Raleigh,ATM,2023-06-22 17:18:09,2024-11-04 08:12:06,0
142.78,Debit,68,150,1,11705.88,Doctor,San Diego,Branch,2023-05-09 16:40:52,2024-11-04 08:12:22,0
55.99,Debit,35,95,1,932.61,Doctor,El Paso,ATM,2023-11-13 16:16:24,2024-11-04 08:07:20,0
774.48,Debit,61,31,1,11613.58,Doctor,Louisville,Branch,2023-03-06 16:12:45,2024-11-04 08:08:33,0
105.37,Debit,25,160,1,1068.55,Student,Sacramento,ATM,2023-05-11 18:31:20,2024-11-04 08:09:44,2
118.83,Debit,28,295,1,1616.3,Student,Virginia Beach,Online,2023-06-26 16:10:25,2024-11-04 08:08:28,2
46.22,Debit,23,217,1,471.28,Student,San Jose,Branch,2023-11-13 16:41:09,2024-11-04 08:08:59,2
659.71,Credit,21,148,1,106.86,Student,San Jose,Branch,2023-05-05 16:10:24,2024-11-04 08:09:32,3
377.97,Debit,72,160,1,2457.1,Retired,Miami,Online,2023-11-17 16:50:08,2024-11-04 08:11:04,0
114.1,Debit,69,148,1,5882.12,Retired,Boston,Branch,2023-05-22 17:45:02,2024-11-04 08:11:19,0
11.3,Credit,55,41,1,1938.99,Retired,Louisville,Online,2023-12-01 16:33:43,2024-11-04 08:09:25,1
95.5,Debit,57,17,1,4079.09,Retired,Omaha,Online,2023-05-22 16:24:02,2024-11-04 08:08:19,0
130.93,Credit,28,149,1,860.12,Engineer,Houston,Branch,2023-02-08 16:52:09,2024-11-04 08:11:18,3
272.97,Debit,68,174,1,7811.31,Retired,Boston,Online,2023-04-17 18:42:04,2024-11-04 08:10:58,0
73.35,Debit,24,47,1,1181.84,Student,San Francisco,Branch,2023-03-13 16:33:49,2024-11-04 08:09:57,2
29.94,Debit,58,243,1,10915.54,Doctor,San Francisco,ATM,2023-10-13 16:22:08,2024-11-04 08:12:01,0
307.24,Debit,19,136,2,1670.72,Student,San Jose,ATM,2023-11-02 16:05:49,2024-11-04 08:09:50,2
50.52,Debit,20,140,1,1121.19,Student,Boston,Online,2023-10-16 16:29:39,2024-11-04 08:09:12,2
